web-scraper-order,web-scraper-start-url,cookies,cookies-href,category,category-href,recipe_link,recipe_link-href,ingredients,prep_time,cook_time,total_time,instructions,nutrition_facts,name,num_reviews,category_name,5star,4star,3star,2star,1star
"1520399494-543","http://allrecipes.com/recipes/79/desserts/","Cookies","https://www.allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Thumbprint Cookies","https://www.allrecipes.com/recipes/14691/desserts/cookies/thumbprint-cookies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","https://www.allrecipes.com/recipe/212863/pecan-pie-cookies/?internalSource=hub%20recipe&referringId=14691&referringContentType=recipe%20hub","[{""ingredients"":""1/4 cup butter""},{""ingredients"":""1/2 cup confectioners' sugar""},{""ingredients"":""3 tablespoons light corn syrup""},{""ingredients"":""3/4 cup finely chopped pecans""},{""ingredients"":""2 cups all-purpose flour""},{""ingredients"":""1 teaspoon baking powder""},{""ingredients"":""1 cup brown sugar, packed""},{""ingredients"":""3/4 cup butter, softened""},{""ingredients"":""1 egg""},{""ingredients"":""1 teaspoon vanilla extract""},{""ingredients"":""Add all ingredients to list""}]","20 m","10 m","1 h 30 m","[{""instructions"":""Melt 1/4 cup of butter in a saucepan, and stir in the confectioners' sugar and corn syrup until the sugar is dissolved. Bring to a boil over medium heat, stirring often, and stir in the pecans until well combined. Refrigerate the mixture for 30 minutes to chill.""},{""instructions"":""Preheat oven to 350 degrees F (175 degrees C). Sift the flour and baking powder together in a bowl, and set aside.""},{""instructions"":""Beat brown sugar, 3/4 cup butter, egg, and vanilla extract in a large bowl with an electric mixer on medium speed until the mixture is creamy, about 2 minutes. Gradually beat in the flour mixture until well mixed. Pinch off about 1 tablespoon of dough, and roll it into a ball. Press the dough into the bottom of an ungreased cupcake pan cup, and use your thumb to press the dough into a small piecrust shape, with 1/4-inch walls up the sides of the cupcake cup. Repeat with the rest of the dough. Fill each little crust with about 1 teaspoon of the prepared pecan filling.""},{""instructions"":""Bake in the preheated oven until the cookie shells are lightly browned, 10 to 13 minutes. Watch closely after 10 minutes. Let the cookies cool in the cupcake pans for 5 minutes before removing to wire rack to finish cooling.""}]","","Pecan Pie Cookies","83","Thumbprint Cookie Recipes","52","26","3","0","2"
"1520398876-301","http://allrecipes.com/recipes/79/desserts/","Cookies","https://www.allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Peanut Butter Cookies","https://www.allrecipes.com/recipes/852/desserts/cookies/peanut-butter-cookies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","https://www.allrecipes.com/recipe/140717/chewy-whole-wheat-peanut-butter-brownies/?internalSource=staff%20pick&referringId=852&referringContentType=recipe%20hub","[{""ingredients"":""1/3 cup margarine, softened""},{""ingredients"":""2/3 cup white sugar""},{""ingredients"":""1/2 cup packed brown sugar""},{""ingredients"":""2 eggs""},{""ingredients"":""1 cup peanut butter""},{""ingredients"":""1/2 teaspoon vanilla extract""},{""ingredients"":""2 tablespoons water""},{""ingredients"":""3/4 cup whole wheat flour""},{""ingredients"":""1/4 cup all-purpose flour""},{""ingredients"":""1/4 teaspoon salt""},{""ingredients"":""1 teaspoon baking powder""},{""ingredients"":""1/4 teaspoon baking soda""},{""ingredients"":""Add all ingredients to list""}]","20 m","35 m","55 m","[{""instructions"":""Preheat oven to 350 degrees F (175 degrees Celsius).  Grease a 9x9 inch baking pan.""},{""instructions"":""In a large mixing bowl, beat together margarine and sugars; add eggs one at a time, and beat until mixture is light and fluffy. Stir in peanut butter, vanilla, and water.""},{""instructions"":""In a separate mixing bowl, mix together flours with salt, baking powder, and baking soda. Stir into peanut butter mixture and blend well. Spread batter into the prepared pan.""},{""instructions"":""Bake in preheated oven for 30 to 35 minutes, or until the top springs back when touched. Cool and cut into 16 squares.""}]","Per Serving: 
            222 calories;
                    12.6 g fat;
                    24 g carbohydrates;
                    5.9 g protein;
                    23 mg cholesterol;
                    215 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","Chewy Whole Wheat Peanut Butter Brownies","46","Peanut Butter Cookie Recipes","25","14","5","2","0"
"1520398733-242","http://allrecipes.com/recipes/79/desserts/","Cookies","https://www.allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Pumpkin Cookies","https://www.allrecipes.com/recipes/968/desserts/cookies/pumpkin-cookies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","https://www.allrecipes.com/recipe/23135/pumpkin-cookies-vi/?internalSource=hub%20recipe&referringId=968&referringContentType=recipe%20hub","[{""ingredients"":""1 cup all-purpose flour""},{""ingredients"":""1/2 cup quick cooking oats""},{""ingredients"":""1/2 teaspoon baking soda""},{""ingredients"":""1/2 teaspoon ground cinnamon""},{""ingredients"":""1/4 teaspoon salt""},{""ingredients"":""1/2 cup butter, softened""},{""ingredients"":""1/2 cup brown sugar""},{""ingredients"":""1/2 cup white sugar""},{""ingredients"":""1 egg""},{""ingredients"":""1/2 teaspoon vanilla extract""},{""ingredients"":""1/2 cup canned pumpkin puree""},{""ingredients"":""1 cup raisins""},{""ingredients"":""Add all ingredients to list""}]","10 m","12 m","22 m","[{""instructions"":""Preheat oven to 350 degrees F (175 degrees C). Combine the flour, oats, baking soda, cinnamon and salt; set aside.""},{""instructions"":""In a large bowl, cream together the butter, brown sugar and white sugar until smooth. Beat in the egg and vanilla then stir in the pumpkin puree. Gradually stir in the dry ingredients until well blended. Mix in raisins. Drop by rounded spoonfuls onto ungreased cookie sheets.""},{""instructions"":""Bake for 8 to 10 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely.""}]","Per Serving: 
            105 calories;
                    4.2 g fat;
                    16.2 g carbohydrates;
                    1.2 g protein;
                    18 mg cholesterol;
                    82 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","Pumpkin Cookies VI","142","Pumpkin Cookie Recipes","73","39","21","5","4"
"1520398864-296","http://allrecipes.com/recipes/79/desserts/","Cookies","https://www.allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Peanut Butter Cookies","https://www.allrecipes.com/recipes/852/desserts/cookies/peanut-butter-cookies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","https://www.allrecipes.com/recipe/10275/classic-peanut-butter-cookies/?internalSource=hub%20recipe&referringId=852&referringContentType=recipe%20hub","[{""ingredients"":""1 cup unsalted butter""},{""ingredients"":""1 cup crunchy peanut butter""},{""ingredients"":""1 cup white sugar""},{""ingredients"":""1 cup packed brown sugar""},{""ingredients"":""2 eggs""},{""ingredients"":""2 1/2 cups all-purpose flour""},{""ingredients"":""1 teaspoon baking powder""},{""ingredients"":""1/2 teaspoon salt""},{""ingredients"":""1 1/2 teaspoons baking soda""},{""ingredients"":""Add all ingredients to list""}]","15 m","10 m","1 h 25 m","[{""instructions"":""Cream butter, peanut butter, and sugars together in a bowl; beat in eggs.""},{""instructions"":""In a separate bowl, sift flour, baking powder, baking soda, and salt; stir into butter mixture. Put dough in refrigerator for 1 hour.""},{""instructions"":""Roll dough into 1 inch balls and put on baking sheets. Flatten each ball with a fork, making a crisscross pattern. Bake in a preheated 375 degrees F oven for about 10 minutes or until cookies begin to brown.""}]","","Classic Peanut Butter Cookies","3010","Peanut Butter Cookie Recipes","2157","621","127","63","42"
"1520399223-430","http://allrecipes.com/recipes/79/desserts/","Cookies","https://www.allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Meringue Cookies","https://www.allrecipes.com/recipes/848/desserts/cookies/meringue-cookies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","https://www.allrecipes.com/recipe/16078/passover-chocolate-chip-meringues/?internalSource=hub%20recipe&referringId=848&referringContentType=recipe%20hub","[{""ingredients"":""2 egg whites""},{""ingredients"":""3/4 cup white sugar""},{""ingredients"":""1 teaspoon vanilla extract""},{""ingredients"":""1/2 teaspoon salt""},{""ingredients"":""1 cup mini semi-sweet chocolate chips""},{""ingredients"":""Add all ingredients to list""}]","15 m","3 h","3 h 15 m","[{""instructions"":""Preheat oven to 350 degrees F (175 degrees C). Line 2 cookie sheets with aluminum foil.""},{""instructions"":""With an electric beater, beat egg whites until peaks form. Add sugar into the egg whites 1 teaspoon at a time. Gently stir in vanilla and salt, beat until the egg white are stiff and shiny. Fold in chocolate chips.""},{""instructions"":""Drop mixture by teaspoon onto the sheets. Turn off the oven, place the cookies inside the oven and leave them for a few hours or overnight. When you remember to look for them, they'll be ready to eat!""}]","Per Serving: 
            727 calories;
                    26 g fat;
                    130.1 g carbohydrates;
                    7.3 g protein;
                    0 mg cholesterol;
                    647 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","Passover Chocolate Chip Meringues","22","Meringue Cookie Recipes","15","3","2","1","1"
"1520399280-454","http://allrecipes.com/recipes/79/desserts/","Cookies","https://www.allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Macaroons","https://www.allrecipes.com/recipes/17019/desserts/cookies/macaroons/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","https://www.allrecipes.com/recipe/9902/macaroon-cookie-bars/?internalSource=hub%20recipe&referringId=17019&referringContentType=recipe%20hub","[{""ingredients"":""1 (18.25 ounce) package devil's food cake mix""},{""ingredients"":""1/2 cup butter, softened""},{""ingredients"":""1 egg""},{""ingredients"":""1 (14 ounce) can sweetened condensed milk""},{""ingredients"":""1 teaspoon vanilla extract""},{""ingredients"":""1 egg""},{""ingredients"":""1 1/4 cups flaked coconut""},{""ingredients"":""1 cup chopped pecans""},{""ingredients"":""Add all ingredients to list""}]","15 m","35 m","50 m","[{""instructions"":""Preheat oven to 350 degrees F (175 degrees C).  Grease a 9x13 inch pan.""},{""instructions"":""In large bowl, mix together the cake mix, butter and 1 egg. Mixture will be crumbly. Press into the prepared pan.""},{""instructions"":""In another bowl, mix together the sweetened condensed milk, vanilla and 1 egg until smooth. Stir in 1 cup of the coconut and pecans. Spread the mixture evenly over the prepared crust. Sprinkle remaining 1/4 cup coconut over top.""},{""instructions"":""Bake for 30 to 35 minutes in the preheated oven, or until golden brown. Cool on a wire rack before cutting into bars.""}]","Per Serving: 
            314 calories;
                    17.3 g fat;
                    35.6 g carbohydrates;
                    5.5 g protein;
                    47 mg cholesterol;
                    298 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","Macaroon Cookie Bars","44","Macaroon Recipes","24","9","10","0","1"
"1520399350-483","http://allrecipes.com/recipes/79/desserts/","Cookies","https://www.allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","International Cookies","https://www.allrecipes.com/recipes/845/desserts/cookies/international-cookies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","https://www.allrecipes.com/recipe/11010/biscotti-toscani/?internalSource=hub%20recipe&referringId=845&referringContentType=recipe%20hub","[{""ingredients"":""1/3 cup butter""},{""ingredients"":""3/4 cup white sugar""},{""ingredients"":""2 eggs""},{""ingredients"":""1 teaspoon vanilla extract""},{""ingredients"":""1/4 teaspoon almond extract""},{""ingredients"":""2 teaspoons orange zest""},{""ingredients"":""2 1/4 cups all-purpose flour""},{""ingredients"":""1 1/2 teaspoons baking powder""},{""ingredients"":""1/8 teaspoon ground nutmeg""},{""ingredients"":""1/4 teaspoon salt""},{""ingredients"":""1 cup semisweet chocolate chips""},{""ingredients"":""1/2 cup toasted almond pieces""},{""ingredients"":""Add all ingredients to list""}]","25 m","35 m","1 h 30 m","[{""instructions"":""Preheat the oven to 325 degrees F (165 degrees C). Grease and flour a large baking sheet.""},{""instructions"":""In a large bowl, cream butter and sugar until light and fluffy. Beat in eggs, vanilla, almond extract, and zest. Combine flour, baking powder, nutmeg, and salt. Stir into the creamed mixture until just blended. Mix in almonds. Divide dough into two pieces. Form into long flat loaves about 1/2 inch tall and 12 inches long. Place the loaves 2 inches apart on the prepared baking sheet.""},{""instructions"":""Bake in preheated oven for 25 minutes, or until a light golden brown. Cool on a wire rack for 5 minutes.""},{""instructions"":""With a serrated knife, cut diagonally into slices about 1/2 inch thick. Lay the slices flat on the baking sheet. Bake for 10 minutes, turning over once. Transfer to a wire rack to cool.""},{""instructions"":""Place chocolate chips into a small, microwave-safe bowl. Melt chocolate in the microwave, stirring every 20 to 30 seconds until smooth. Use a spatula to spread chocolate onto one side of each cookie. Let stand at room temperature until set. Store biscotti at room temperature in an airtight container.""}]","Per Serving: 
            84 calories;
                    3.8 g fat;
                    11.6 g carbohydrates;
                    1.5 g protein;
                    13 mg cholesterol;
                    46 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","Biscotti Toscani","296","International Cookie Recipes","221","58","14","3","0"
"1520399076-370","http://allrecipes.com/recipes/79/desserts/","Cookies","https://www.allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","No-Bake Cookies","https://www.allrecipes.com/recipes/849/desserts/cookies/no-bake-cookies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","https://www.allrecipes.com/recipe/26183/no-bake-peanut-butter-cookies-iii/?internalSource=hub%20recipe&referringId=849&referringContentType=recipe%20hub","[{""ingredients"":""3 cups white sugar""},{""ingredients"":""3/4 cup butter""},{""ingredients"":""3/4 cup milk""},{""ingredients"":""1/2 teaspoon vanilla extract""},{""ingredients"":""1 1/2 cups peanut butter""},{""ingredients"":""4 1/2 cups quick-cooking oats""},{""ingredients"":""Add all ingredients to list""}]","5 m","5 m","10 m","[{""instructions"":""In a saucepan over medium heat, combine sugar, butter and milk. Bring to a rapid boil and boil for one full minute. Remove from heat and stir in the vanilla and peanut butter. Mix  in the oats, stirring until the mixture begins to cool. Transfer to a large bowl if it does not fit into the pan well. Drop batter by teaspoonfuls onto waxed paper. Let cool until set.""}]","","No-Bake Peanut Butter Cookies III","306","No-Bake Cookie Recipes","229","58","11","3","5"
"1520399438-521","http://allrecipes.com/recipes/79/desserts/","Cookies","https://www.allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Gingersnaps","https://www.allrecipes.com/recipes/17794/desserts/cookies/gingersnaps/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","https://www.allrecipes.com/recipe/223410/soft-gingersnaps/?internalSource=hub%20recipe&referringId=17794&referringContentType=recipe%20hub","[{""ingredients"":""1 cup all-purpose flour, divided""},{""ingredients"":""1 cup brown sugar""},{""ingredients"":""3/4 cup shortening""},{""ingredients"":""1/4 cup molasses""},{""ingredients"":""1 egg""},{""ingredients"":""1 teaspoon baking soda""},{""ingredients"":""1 teaspoon ground ginger""},{""ingredients"":""1 teaspoon ground cinnamon""},{""ingredients"":""1/2 teaspoon ground cloves""},{""ingredients"":""1 1/4 cups all-purpose flour""},{""ingredients"":""1/4 cup white sugar""},{""ingredients"":""Add all ingredients to list""}]","15 m","10 m","25 m","[{""instructions"":""Preheat oven to 375 degrees F (190 degrees C).""},{""instructions"":""Beat 1 cup flour, brown sugar, shortening, molasses, egg, baking soda, ginger, cinnamon, and cloves in a large bowl until thoroughly combined; stir in remaining 1 1/4 cup flour. Shape dough into 1-inch balls and roll in white sugar; place 2 inches apart on an ungreased baking sheet.""},{""instructions"":""Bake in preheated oven until cookies are set and tops are crackled, 8 to 10 minutes.""}]","Per Serving: 
            104 calories;
                    4.5 g fat;
                    15.2 g carbohydrates;
                    1 g protein;
                    5 mg cholesterol;
                    40 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","Soft Gingersnaps","55","Gingersnap Recipes","46","4","1","0","4"
"1520398692-226","http://allrecipes.com/recipes/79/desserts/","Cookies","https://www.allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Refrigerator Cookies","https://www.allrecipes.com/recipes/854/desserts/cookies/refrigerator-cookies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","https://www.allrecipes.com/recipe/11042/fun-cookie-suckers/?internalSource=hub%20recipe&referringId=854&referringContentType=recipe%20hub","[{""ingredients"":""3/4 cup butter, softened""},{""ingredients"":""3 ounces cream cheese""},{""ingredients"":""1 cup white sugar""},{""ingredients"":""1 egg""},{""ingredients"":""1 teaspoon vanilla extract""},{""ingredients"":""2 3/4 cups all-purpose flour""},{""ingredients"":""1 teaspoon baking powder""},{""ingredients"":""1/4 teaspoon salt""},{""ingredients"":""assorted colors of paste food coloring""},{""ingredients"":""24 lollipop sticks""},{""ingredients"":""Add all ingredients to list""}]","null","null","null","[{""instructions"":""In a bowl cream butter, cream cheese and sugar until fluffy.  Add egg and vanilla; beat until smooth""},{""instructions"":""In a medium bowl combine flour, baking powder and salt.  Add dry ingredients to the creamed mixture.  Stir till soft dough forms.  Divide dough into fourths.  Tint each with a different food color.  Wrap in plastic wrap and chill for 2 hours.""},{""instructions"":""Preheat oven to 350 degrees F (175 degrees C).  Working with each color, shape dough into 3/4 inch balls. For each cookie place 1 pink, 1 green, 1 blue and 1 orange ball together to make 1 large rainbow colored ball.  Shape into a 12 inch long roll (like a snake); starting at one end, coil roll to make a 2 3/4 inch round cookie.  Place cookies 3 inches apart on lightly greased baking sheet.  Carefully insert lollipop sticks into bottoms of cookie""},{""instructions"":""Bake cookies for 8 minutes or until lightly browned.  Cool and store in an airtight container.""}]","Per Serving: 
            151 calories;
                    7.3 g fat;
                    19.5 g carbohydrates;
                    2.1 g protein;
                    27 mg cholesterol;
                    99 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","Fun Cookie Suckers","136","Refrigerator Cookie Recipes","86","36","10","1","3"
"1520398479-139","http://allrecipes.com/recipes/79/desserts/","Cookies","https://www.allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Spice Cookies","https://www.allrecipes.com/recipes/857/desserts/cookies/spice-cookies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","https://www.allrecipes.com/recipe/15272/gingerbread-cookies-ii/?internalSource=hub%20recipe&referringId=857&referringContentType=recipe%20hub","[{""ingredients"":""6 cups all-purpose flour""},{""ingredients"":""1 tablespoon baking powder""},{""ingredients"":""1 tablespoon ground ginger""},{""ingredients"":""1 teaspoon ground nutmeg""},{""ingredients"":""1 teaspoon ground cloves""},{""ingredients"":""1 teaspoon ground cinnamon""},{""ingredients"":""1 cup shortening, melted and cooled slightly""},{""ingredients"":""1 cup molasses""},{""ingredients"":""1 cup packed brown sugar""},{""ingredients"":""1/2 cup water""},{""ingredients"":""1 egg""},{""ingredients"":""1 teaspoon vanilla extract""},{""ingredients"":""Add all ingredients to list""}]","20 m","12 m","4 h","[{""instructions"":""Sift together the flour, baking powder, ginger, nutmeg, cloves, and cinnamon; set aside.""},{""instructions"":""In a medium bowl, mix together the shortening, molasses, brown sugar, water, egg, and vanilla until smooth. Gradually stir in the dry ingredients, until they are completely absorbed. Divide dough into 3 pieces, pat down to 1 1/2 inch thickness, wrap in plastic wrap, and refrigerate for at least 3 hours.""},{""instructions"":""Preheat oven to 350 degrees F (175 degrees C). On a lightly floured surface, roll the dough out to 1/4 inch thickness. Cut into desired shapes with cookie cutters. Place cookies 1 inch apart onto an ungreased cookie sheet.""},{""instructions"":""Bake for 10 to 12 minutes in the preheated oven. When the cookies are done, they will look dry, but still be soft to the touch. Remove from the baking sheet to cool on wire racks. When cool, the cookies can be frosted with the icing of your choice.""}]","Per Serving: 
            90 calories;
                    3 g fat;
                    14.5 g carbohydrates;
                    1.2 g protein;
                    3 mg cholesterol;
                    24 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","Gingerbread Cookies II","305","Spice Cookie Recipes","120","66","26","29","64"
