web-scraper-order,web-scraper-start-url,cookies,cookies-href,brownies,brownies-href,recipe_link,recipe_link-href,ingredients,prep_time,cook_time,total_time,instructions,nutrition_facts,name,ratings,reviews,choco,choco-href
"1519428302-15663","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/11063/deep-dish-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","1/2 teaspoon baking powder","15 m","45 m","1 h","","","Deep Dish Brownies","","1031","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428277-15459","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/16722/fudgy-brownies-i/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","1/3 cup vegetable oil","15 m","35 m","55 m","","Per Serving: 
            156 calories;
                    7 g fat;
                    23.5 g carbohydrates;
                    1.8 g protein;
                    16 mg cholesterol;
                    57 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","Fudgy Brownies I","","354","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428282-15494","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/211165/pumpkin-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","1/2 teaspoon baking powder","20 m","40 m","1 h","","","Pumpkin Brownies","","390","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428315-15802","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/189657/raspberry-fudge-brownies/?internalSource=staff%20pick&referringId=1562&referringContentType=recipe%20hub","","20 m","40 m","3 h","","","Raspberry Fudge Brownies","1","121","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428326-15891","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/19877/fancy-brownies/?internalSource=staff%20pick&referringId=1562&referringContentType=recipe%20hub","1/3 cup milk","15 m","30 m","45 m","","","Fancy Brownies","","66","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428331-15925","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/10433/blonde-brownies-iii/?internalSource=staff%20pick&referringId=1562&referringContentType=recipe%20hub","2 2/3 cups all-purpose flour","15 m","30 m","45 m","","Per Serving: 
            172 calories;
                    7.4 g fat;
                    25.6 g carbohydrates;
                    2.2 g protein;
                    25 mg cholesterol;
                    101 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","Blonde Brownies III","","125","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428306-15695","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/25080/mmmmm-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","1 1/2 cups semisweet chocolate chips","25 m","25 m","1 h","","Per Serving: 
            141 calories;
                    6.8 g fat;
                    20.2 g carbohydrates;
                    2 g protein;
                    27 mg cholesterol;
                    113 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","MMMMM... Brownies","","2172","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428310-15744","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/143667/brookes-best-bombshell-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","","15 m","35 m","50 m","Sift the flour, cocoa powder, and salt in a bowl. Gradually stir flour mixture into the egg mixture until blended. Stir in the chocolate morsels. Spread the batter evenly into the prepared baking dish.","","Brooke's Best Bombshell Brownies","","4377","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428317-15819","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/163229/scrumptious-frosted-fudgy-brownies/?internalSource=staff%20pick&referringId=1562&referringContentType=recipe%20hub","","20 m","40 m","1 h","To make frosting, combine 1 1/4 cup of sugar with the heavy cream in a saucepan over medium heat, and stir until the sugar dissolves and the mixture begins to simmer, about 3 minutes. Reduce the heat to low, and let the mixture simmer for 7 minutes without stirring.","","Scrumptious Frosted Fudgy Brownies","","153","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428306-15705","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/25080/mmmmm-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","","25 m","25 m","1 h","","Per Serving: 
            141 calories;
                    6.8 g fat;
                    20.2 g carbohydrates;
                    2 g protein;
                    27 mg cholesterol;
                    113 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","MMMMM... Brownies","1602","2172","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428324-15875","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/11266/michelles-peanut-butter-marbled-brownies/?internalSource=staff%20pick&referringId=1562&referringContentType=recipe%20hub","1/2 teaspoon baking powder","20 m","40 m","1 h","","","Michelle's Peanut Butter Marbled Brownies","","404","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428317-15822","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/163229/scrumptious-frosted-fudgy-brownies/?internalSource=staff%20pick&referringId=1562&referringContentType=recipe%20hub","","20 m","40 m","1 h","","","Scrumptious Frosted Fudgy Brownies","15","153","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428291-15579","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/54787/chunky-cheesecake-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","1/2 teaspoon baking powder","25 m","30 m","55 m","","","Chunky Cheesecake Brownies","","614","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428306-15703","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/25080/mmmmm-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","","25 m","25 m","1 h","In a medium saucepan, combine the sugar, butter and water. Cook over medium heat until boiling. Remove from heat and stir in chocolate chips until melted and smooth. Mix in the eggs and vanilla. Combine the flour, baking soda and salt; stir into the chocolate mixture. Spread evenly into the prepared pan.","Per Serving: 
            141 calories;
                    6.8 g fat;
                    20.2 g carbohydrates;
                    2 g protein;
                    27 mg cholesterol;
                    113 mg sodium.
        Powered by the ESHA Research Database © 2018, ESHA Research, Inc. All Rights Reserved","MMMMM... Brownies","","2172","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
"1519428304-15686","http://allrecipes.com/recipes/79/desserts/","Cookies","http://allrecipes.com/recipes/362/desserts/cookies/?internalSource=hub%20nav&referringId=79&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","Brownies","http://allrecipes.com/recipes/838/desserts/cookies/brownies/?internalSource=hub%20nav&referringId=362&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202","","http://allrecipes.com/recipe/10707/mmm-mmm-better-brownies/?internalSource=hub%20recipe&referringId=1562&referringContentType=recipe%20hub","","15 m","25 m","40 m","Bake for 20 to 25 minutes, or until the brownie begins to pull away from edges of pan.  Let cool on a wire rack before cutting into squares.","","Mmm-Mmm Better Brownies","","1575","Chocolate Brownies","http://allrecipes.com/recipes/1562/desserts/cookies/brownies/chocolate-brownies/?internalSource=hub%20nav&referringId=838&referringContentType=recipe%20hub&linkName=hub%20nav%20daughter&clickId=hub%20nav%202"
